title_en,title,title_curto,averageStar,quantity,tradeAmount,wishedCount,tradeAmount_num,category,pet_type
1pc dinosaur design pet grinding teeth squeak plush toy durable chew toy for dog interactive supply,1pc dinosaur design pet grinding teeth squeak plush toy durable chew toy for dog interactive supply,1pc dinosaur design pet,4.7,277,19 sold,5,19.0,Brinquedos,Cachorro
1pc dog birthday headwear cap pet decor crown hat bibs puppy kitten favor headband christmas festival party cat supply,1pc dog birthday headwear cap pet decor crown hat bibs puppy kitten favor headband christmas festival party cat supply,1pc dog birthday headwear,5.0,90,47 sold,27,47.0,Outros,Cachorro
1pc dog cotton rope chew toy durable braided teeth cleaning toys for small medium dog outdoor interactive training pet supplies,1pc dog cotton rope chew toy durable braided teeth cleaning toys for small medium dog outdoor interactive training pet supplies,1pc dog cotton rope,5.0,32,15 sold,9,15.0,Brinquedos,Cachorro
1pc dog super soft pet finger toothbrush teeth cleaning bad breath care nontoxic silicone tooth brush tool dog cat supplies,1pc dog super soft pet finger toothbrush teeth cleaning bad breath care nontoxic silicone tooth brush tool dog cat supplies,1pc dog super soft,4.8,355,"1,000+ sold",1214,1000.0,Higiene,Cachorro
1pc dog toy carrot knot rope ball cotton rope dumbbell puppy cleaning teeth chew toy durable braided bite resistant pet supplies,1pc dog toy carrot knot rope ball cotton rope dumbbell puppy cleaning teeth chew toy durable braided bite resistant pet supplies,1pc dog toy carrot,4.566666666666666,115000,58 sold500+ sold399 sold,1132,957.0,Brinquedos,Cachorro
1pc dog training clicker pet cat plastic new dogs click trainer aid tools adjustable wrist strap sound key chain dog supplies,1pc dog training clicker pet cat plastic new dogs click trainer aid tools adjustable wrist strap sound key chain dog supplies,1pc dog training clicker,4.8,220,800+ sold,349,800.0,Outros,Cachorro
1pc dog training collar/portable remote control electric bark stopper waterproof pet training device with beep shock,1pc dog training collar/portable remote control electric bark stopper waterproof pet training device with beep shock,1pc dog training collar/portable,4.3,1302,52 sold,483,52.0,Acessórios,Cachorro
1pc dog training device 20~100 lb pet dog waterproof collar lcd long distance remote control static electricity/vibration,1pc dog training device 20~100 lb pet dog waterproof collar lcd long distance remote control static electricity/vibration,1pc dog training device,4.5,16766,91 sold,277,91.0,Acessórios,Cachorro
1pc durable and non slip slow food plate for pet dogs plastic anti suffocation pet bowl food bowl pet supplies,1pc durable and non slip slow food plate for pet dogs plastic anti suffocation pet bowl food bowl pet supplies,1pc durable and non,0.0,28,12 sold,10,12.0,Alimentação,Cachorro
1pc fashion pet dog collar puppy nylon glow in the dark led glowing collar adjustable cats collar pet supplies dog accessories,1pc fashion pet dog collar puppy nylon glow in the dark led glowing collar adjustable cats collar pet supplies dog accessories,1pc fashion pet dog,4.5,39,75 sold,817,75.0,Acessórios,Cachorro
"1pc felt pet toy box, dog toy box, storage basket chest organizer for organizing pet toys, blankets, leashes and food","1pc felt pet toy box, dog toy box, storage basket chest organizer for organizing pet toys, blankets, leashes and food",1pc felt pet toy,0.0,13,14 sold,16,14.0,Brinquedos,Cachorro
1pc folding silicone dog bowl outfit portable travel bowl for dog feeder utensils small mudium dog bowls pet accessories,1pc folding silicone dog bowl outfit portable travel bowl for dog feeder utensils small mudium dog bowls pet accessories,1pc folding silicone dog,5.0,14878,12 sold,271,12.0,Alimentação,Cachorro
"1pc hot dog design pet grinding teeth squeaky plush toy, durable chew toy for dog interactive supply","1pc hot dog design pet grinding teeth squeaky plush toy, durable chew toy for dog interactive supply",1pc hot dog design,4.5,37,47 sold,47,47.0,Brinquedos,Cachorro
1pc lovely pet cat glasses small dog glasses pet products for little dog cat eye-wear dog sunglasses photos pet accessories,1pc lovely pet cat glasses small dog glasses pet products for little dog cat eye-wear dog sunglasses photos pet accessories,1pc lovely pet cat,4.8,28,86 sold,142,86.0,Outros,Cachorro
1pc personalized pet name tags soundless custom bone silicone free engraving dog name phone address pet supplies,1pc personalized pet name tags soundless custom bone silicone free engraving dog name phone address pet supplies,1pc personalized pet name,4.6,3931,53 sold,82,53.0,Outros,Cachorro
1pc pet cat comb massage brush shell shaped handle pet grooming massage tool to remove loose hairs for cats cleaning supplies,1pc pet cat comb massage brush shell shaped handle pet grooming massage tool to remove loose hairs for cats cleaning supplies,1pc pet cat comb,5.0,299,63 sold,23,63.0,Higiene,Gato
1pc pet cat toys suction cups steel wire feather cat teaser rod long pole with bell cat self high boredom relief supplies,1pc pet cat toys suction cups steel wire feather cat teaser rod long pole with bell cat self high boredom relief supplies,1pc pet cat toys,4.5,41,96 sold,14,96.0,Brinquedos,Gato
1pc pet chew toy soft rubber bite-resistance bone shape teeth grinding chewing toys for small dogs training pet supplies,1pc pet chew toy soft rubber bite-resistance bone shape teeth grinding chewing toys for small dogs training pet supplies,1pc pet chew toy,2.9,212,11 sold145 sold500+ sold,321,656.0,Brinquedos,Cachorro
1pc pet dog ball bouncy rubber solid ball resistance to dog chew toys outdoor throwing recovery training for dogs pet supplies,1pc pet dog ball bouncy rubber solid ball resistance to dog chew toys outdoor throwing recovery training for dogs pet supplies,1pc pet dog ball,4.7,171,163 sold,112,163.0,Brinquedos,Cachorro
1pc pet dog beds mats soft plush warm sofa kennel sleep basket for small dogs cat cusion puppy cat bed house supplies,1pc pet dog beds mats soft plush warm sofa kennel sleep basket for small dogs cat cusion puppy cat bed house supplies,1pc pet dog beds,3.5,45,36 sold,29,36.0,Brinquedos,Cachorro
1pc pet dog beds mats soft plush warm sofa kennel sleep basket for small dogs cat supplies,1pc pet dog beds mats soft plush warm sofa kennel sleep basket for small dogs cat supplies,1pc pet dog beds,5.0,45,19 sold,12,19.0,Brinquedos,Cachorro
1pc pet dog cat bath brush comb rubber glove hair fur grooming massaging dog cleaning gloves silicone bath brush dog supplies,1pc pet dog cat bath brush comb rubber glove hair fur grooming massaging dog cleaning gloves silicone bath brush dog supplies,1pc pet dog cat,4.0,4722,25 sold,35,25.0,Higiene,Cachorro
1pc pet dog cat car seat belt adjustable harness seatbelt for small medium dogs travel pet supplies,1pc pet dog cat car seat belt adjustable harness seatbelt for small medium dogs travel pet supplies,1pc pet dog cat,4.8,100,900+ sold,212,900.0,Acessórios,Cachorro
1pc pet dog cat door free access 4 way magnetic lockable flap door door gate telescoping frame flap gate magnetic closure door,1pc pet dog cat door free access 4 way magnetic lockable flap door door gate telescoping frame flap gate magnetic closure door,1pc pet dog cat,4.35,11,22 sold17 sold,275,39.0,Outros,Cachorro
1pc pet dog toy interactive squeak molar plush toy frisbee shaped for dogs fit for pet funny durable chew toy pets supplies,1pc pet dog toy interactive squeak molar plush toy frisbee shaped for dogs fit for pet funny durable chew toy pets supplies,1pc pet dog toy,4.4,141,51 sold,14,51.0,Brinquedos,Cachorro
1pc pet dog toy squeak plush toy for dogs supplies fit for puppy pet cartoon durable molar chew interactive toy pets supplies,1pc pet dog toy squeak plush toy for dogs supplies fit for puppy pet cartoon durable molar chew interactive toy pets supplies,1pc pet dog toy,0.0,29,24 sold,16,24.0,Brinquedos,Cachorro
1pc pet durable toy knot rope chew toy for dogs & cats interactive teeth cleanning dog supplies random color,1pc pet durable toy knot rope chew toy for dogs & cats interactive teeth cleanning dog supplies random color,1pc pet durable toy,4.7,27,473 sold,156,473.0,Brinquedos,Cachorro
1pc pet food shovel plastic puppy food scooper dogfood measuring cup catfood scoop pet feeding supplies dog accessories,1pc pet food shovel plastic puppy food scooper dogfood measuring cup catfood scoop pet feeding supplies dog accessories,1pc pet food shovel,5.0,217,22 sold,8,22.0,Alimentação,Cachorro
1pc pet poop bag shit-shaped dog cat waste bags portable dog poop dispenser holder pets cleaning products for outdoor pets,1pc pet poop bag shit-shaped dog cat waste bags portable dog poop dispenser holder pets cleaning products for outdoor pets,1pc pet poop bag,4.7,1996,357 sold,505,357.0,Higiene,Cachorro
1pc pet products shovel cat litter plastic scoop cat sand cleaning dog food spoons cat sand shovel pet supplies,1pc pet products shovel cat litter plastic scoop cat sand cleaning dog food spoons cat sand shovel pet supplies,1pc pet products shovel,5.0,12,7 sold,9,7.0,Alimentação,Cachorro
1pc pet toys cat chew toys linen fish pillow chew training toy simulation fish puppet pet supplies,1pc pet toys cat chew toys linen fish pillow chew training toy simulation fish puppet pet supplies,1pc pet toys cat,4.8,151,120 sold,68,120.0,Brinquedos,Gato
1pc pink color random pattern pet bandana with adjustable triangle shape & buckle pet dog neck scarf puppy cat dog collar bibs,1pc pink color random pattern pet bandana with adjustable triangle shape & buckle pet dog neck scarf puppy cat dog collar bibs,1pc pink color random,4.7,2110,"1,000+ sold",875,1000.0,Acessórios,Cachorro
1pc popular adjustable colorful pet collars kitten cat collar pu leather neck strap safe for dogs soft pet supplies,1pc popular adjustable colorful pet collars kitten cat collar pu leather neck strap safe for dogs soft pet supplies,1pc popular adjustable colorful,4.7,304868,231 sold,4233,231.0,Acessórios,Cachorro
1pc random color interactive pet toy  plush candy shape dog chew toy for puppy molar health,1pc random color interactive pet toy  plush candy shape dog chew toy for puppy molar health,1pc random color interactive,4.8,1664,25 sold,40,25.0,Brinquedos,Cachorro
"1pc random color turtle design pet grinding teeth squeaky plush toy, durable chew toy for dog interactive supply","1pc random color turtle design pet grinding teeth squeaky plush toy, durable chew toy for dog interactive supply",1pc random color turtle,4.6,35,87 sold,60,87.0,Brinquedos,Cachorro
1pc rubber dog toys squeaky cleaning tooth dog chew toy small puppy toys ball bite resistant pet supplies petshop diameter 7cm,1pc rubber dog toys squeaky cleaning tooth dog chew toy small puppy toys ball bite resistant pet supplies petshop diameter 7cm,1pc rubber dog toys,4.3,397,"1,000+ sold",663,1000.0,Brinquedos,Cachorro
"1pc spring cat food leakage ball, swing self entertainment cat treat dispensing ball pet puzzle slow feeder","1pc spring cat food leakage ball, swing self entertainment cat treat dispensing ball pet puzzle slow feeder",1pc spring cat food,4.8,1,78 sold,89,78.0,Brinquedos,Gato
1pc stainless steel cat lovely creative inclined kitten puppy food feeding bowls cats drinking feeder pet dogs cats feeder,1pc stainless steel cat lovely creative inclined kitten puppy food feeding bowls cats drinking feeder pet dogs cats feeder,1pc stainless steel cat,4.8,97,209 sold,726,209.0,Alimentação,Cachorro
1pc stool-shaped silicone pet garbage bag dispenser cat and dog hang-out buckle portable pet toilet bag storage box dog supplies,1pc stool-shaped silicone pet garbage bag dispenser cat and dog hang-out buckle portable pet toilet bag storage box dog supplies,1pc stool-shaped silicone pet,5.0,189,12 sold,7,12.0,Outros,Cachorro
1pc super large pet dog cat baby handprint footprint contactless stamp pad non-toxic mess-free baby diy hand footprint kit ink,1pc super large pet dog cat baby handprint footprint contactless stamp pad non-toxic mess-free baby diy hand footprint kit ink,1pc super large pet,4.5,644,"1,000+ sold",2295,1000.0,Sanitário,Cachorro
1pc super large pet dog cat baby handprint or footprint contactless stamp pad 100% non-toxic and mess-free,1pc super large pet dog cat baby handprint or footprint contactless stamp pad 100% non-toxic and mess-free,1pc super large pet,4.5,246,58 sold,16,58.0,Sanitário,Cachorro
1pc super soft pet finger dog toothbrush  teddy dog brush bad breath tartar teeth tool cat cleaning dog supplies accessories,1pc super soft pet finger dog toothbrush  teddy dog brush bad breath tartar teeth tool cat cleaning dog supplies accessories,1pc super soft pet,5.0,570,24 sold,451,24.0,Higiene,Cachorro
1pc teaser feather toys kitten funny colorful rod cat wand toys wood pet cat toys interactive stick pet cat supplies,1pc teaser feather toys kitten funny colorful rod cat wand toys wood pet cat toys interactive stick pet cat supplies,1pc teaser feather toys,4.8,503,448 sold396 sold256 sold,2263,1100.0,Brinquedos,Gato
1pc teething pet toy dog solid toy ball interactive dog toy light popcorn ball dog ball light chew rubber ball high elastic bite,1pc teething pet toy dog solid toy ball interactive dog toy light popcorn ball dog ball light chew rubber ball high elastic bite,1pc teething pet toy,4.8,75,"1,000+ sold",378,1000.0,Brinquedos,Cachorro
"1pc, dog cooling mat, pet cooling pad, summer cooling mat for-dogs cats, pet dog self cooling mat, pet supplies","1pc, dog cooling mat, pet cooling pad, summer cooling mat for-dogs cats, pet dog self cooling mat, pet supplies","1pc, dog cooling mat,",4.0,393,7 sold,11,7.0,Conforto,Cachorro
